,Unnamed: 0,text,intent,intentId,labels,scores
2227,329,Is it possible to undo archiving a gmail message?,"What are some good, personalisable online radio / music apps? [closed]",20,19,0
2228,424,"I'm concerned I will lose my tweets, what are my options to perform a local back up.",Can I browse all the public Trello boards available?,26,25,0
2229,1063,"Different users looking at the same spreadsheet see the same filters, is there a way around this?",How can I download all messages from Facebook?,67,66,0
2230,102,"Alas the add-on ""Copy Plain Text"" by Jeremy Gillick (https://addons.mozilla.org/en-US/firefox/addon/copy-plain-text/) does not do the trick. As the name says, it ""Copies text without formatting..."". The question here is about pasting. Yes, this is different if your source is not a browser.  I did not find a firefox extension to help here. But PureText does it. Thanks to EndangeredMassa for pointing out.",How can I move Google contacts between two different accounts?,7,6,0
2231,1450,"I'm intersted to know the age of my github project, what's a simple way to find this?",Export Gmail messages to text or HTML files,94,93,0
2232,721,Can I be part of a google mailing list without a gmail address?,Any way to contact a user on Github?,45,44,0
2233,1929,"I have some intermediate points on my google maps route where I need to make some pickups, can I somehow force my route to go through the points?",Is there any Social Translation web site? [closed],123,122,0
2234,1134,I have created an html5 application for this. No downloads needed. Works with all the latest browsers. Supports many languages.  http://tubecc-sridiyer.rhcloud.com/,"In Gmail, can I base my “send from” address on a filter?",71,70,0
2235,1221,I'd like to modify my sent from adress based on the receiving address of incoming mails (I have more than one mail).,Is there a way to create a link to a particular position inside a Google Doc?,78,77,0
2236,1871,Is there a way to add a small text box beneath an image in google docs with a description?,How can I import Facebook events into my Google calendar?,119,118,0
2237,1682,Internet app for collaboration of a group of translators on a translation task.,"In Google Drive, is there a way to search files located in a particular folder?",108,107,0
2238,539,"Also note that Twitter does not retain an infinitely long history of messages, you may not be able to find a Twitter message from the past.","What are some good, personalisable online radio / music apps? [closed]",33,32,0
2239,927,I'd like to filter mails that were sent just to me in gmail.,Is there an easy way to download entire folders from the Dropbox website?,58,57,0
2240,1464,Can I make a separate gmail category for mails coming from the calendar?,Strikethrough with GitHub Markdown,95,94,0
2241,1498,I'd like to hide (not remove or block) certain people from google chat.,How to remove Dropbox access from a computer you no longer have?,97,96,0
2242,1736,Turning off GHO notification alert?,"What online computer language interpreters are available, so I can practice programming from my iPhone? [closed]",111,110,0
2243,1880,"I note you have not accepted your own answer, so here is an alternative (a mixture of an image and a table):",Can I browse all the public Trello boards available?,119,118,0
2244,1231,Is a google account a prerequisite for joining a google hangouts session.,Strikethrough with GitHub Markdown,79,78,0
2245,1148,Is it possible to search for only those messages that I have archived?,YouTube stops buffering when video is paused,73,72,0
2246,470,Is it possible to view all the videos of a particular user on youtube.,Reverse image search engine [closed],29,28,0
2247,842,"Zip it up with a password (using, say, WinZip or 7Zip).",How to hide my likes from my friends on Facebook?,52,51,0
2248,1928,What is the easiest way to add additional intermediate points I want to include in my route on google maps.,How to set up Gmail to show more than 20 results per page when searching?,123,122,0
2249,1770,"I'd like to catalog some movies of mine, is there an app on the web for this?",Link to specific sheet in Google spreadsheet,113,112,0
2250,1430,"There is a really nasty way, i do often. In before, it can take long to do this, so let me explain it: You go through the photos in the album and then rightclick on the pictures and do ""copy image location"" then you send him those links.  It is really a thing i do not do often, cause it is exhausting.  I would kind of suggest you to use dropbox or something easier.",Did the receiver open the mail?,92,91,0
2251,159,"For something simple try rextester . It allows to collaborate real-time on code snippets written in many languages. Go to 'run code', choose your language and then hit 'Live cooperation' button.",How can I send a fax online? [closed],9,8,0
2252,1649,"You could make a filter in GMail to do the heavy lifting for you.  When making a new filter, put ""in:chats"" in the ""Has the words:"" blank, and then choose the action you want to take (such as forwarding).  By the way, it's useful to note that the ""Has the words:"" blank functions just like the search bar above (as far as I can tell), so you can enter all kinds of search operators in there to make really complex filters!",How to hide contacts from Hangouts within Gmail,106,105,0
2253,264,"I'd like to be sure that my trello cards and boards won't be lost, how can I back them up.",Reverse image search engine [closed],16,15,0
2254,1303,Can I somehow stop videos on youtube from automatically playing each time I click on them.,"What are some good, personalisable online radio / music apps? [closed]",84,83,0
2255,75,"I'm really fond of the markdown format, is it possible to use it in conjunction with google docs?",How can I mark a card in Trello as done and keep it in the original list?,6,5,0
2256,488,How do I make links to zip files in google drive download the file and not open it?,Add subtitles to a video of another user on YouTube,30,29,0
2257,1447,Can I search for the initial commit to my github repo.,Is there a way to join Google Hangouts without a Google+ account?,94,93,0
2258,1535,How does the friend finder on fb work?,Is there a way for to store bookmarks and favorites so that I can access from more than a single computer?,100,99,0
2259,1602,"If you are a Firefox user, you can use Firefox Sync , it will automatically keep all of your bookmarks in sync between any of your Firefox browsers, even the newest Firefox mobile browser.",Any way to contact a user on Github?,103,102,0
2260,1549,What application would you recommend to find a good time slot for a meeting?,"In Google Drive, is there a way to search files located in a particular folder?",101,100,0
2261,936,Searching gmail to find mails that were sent to noone else but me.,How can I access google.com outside the US?,58,57,0
2262,1062,Can I make google spreadsheet filters user specific eventhough several users are looking at the same spreadsheet at the same time?,How do I delete entries from my GitHub Activity Feed?,67,66,0
2263,1314,"There is a Greasemonkey script for it, works very well.",How can I purposely send a message that will be marked as spam in Gmail?,84,83,0
2264,1837,Forth here is.,Get e-mail addresses from Gmail messages received,116,115,0
2265,809,Why does youtube cease buffering a video as soon as it's paused?,Can I browse all the public Trello boards available?,50,49,0
2266,1149,How can I filter out only archived messages in gmail?,Is it possible to link to a specific portion of a Vimeo video?,73,72,0
2267,292,"This facility is now built in to Trello.   Copy all your notes, one-per-line, to the clipboard  In a list in a Trello board, click on ""Add""  Paste in all your lines, to this first new item  Click Add, or hit Enter, and Trello will create one new task per row,",How can I get code syntax highlighting in Google Docs?,17,16,0
2268,1633,"If you're under Linux, type this in the command-line:  find ~/Dropbox -type f -exec dropbox filestatus {} \; | grep 'syncing'",What is the easiest way to format code when pasting to Gmail?,105,104,0
2269,295,Can I impose boolean conditions on gmail search conditions?,How to hide contacts from Hangouts within Gmail,18,17,0
2270,763,Increasing the number of mails returned by gmail search.,How do I add a caption to an image in Google Documents?,47,46,0
2271,784,"Check out LifeHacker's answer to the same question.  In a nutshell, they said :   a paid service like Backupify  Gmail to Hotmail  your favorite email client as IMAP  unix 'fetchmail'",How can I filter my Gmail messages that aren't labeled?,48,47,0
2272,1387,"You can't prevent the tag from happening, but you can control who gets notified of it in their home feed, ie ""Person was tagged in an album"".  Account > Privacy Settings > Customize Settings > Things Others Share > Photos and Video I'm tagged in.",How can I find out when I subscribed to a YouTube channel?,89,88,0
2273,605,"Chemistry. If you want to see the chemical formula for methane, you can find the state of matter at different temperatures and pressures. I use it all the time for calculating values of hydrogen storage.  It's especially useful for using systems of metric and ""U.S. Customary"" in the same formula without having to worry about missing a conversion. But Google can do that for you...",How do you disable the notification alert sounds in the new Google Hangouts?,37,36,0
2274,1679,Is there a web site where people might collaborate on translation tasks?,How can I access google.com outside the US?,108,107,0
2275,1262,"I want to find the very first message that my wife sent me by mail, it was to my gmail account, is this possible?",Did the receiver open the mail?,81,80,0
2276,731,"As you can subscribe to the mailing list using your Google Account, and therefore get these mails sent to your address associated with the Google account, you should be able to forward these messages by filtering the appropriate message subjects and sending these to the account you have outside of Google mail. If you look at the actual sender of these Google groups mails, you might be able to figure out a general rule for your filters, so you won't have to set a filter for every mail. It should work as a fine workaround imho.",How can I see who has access to my Google Drive folders?,45,44,0
2277,311,Can google docs contain other objects such as spreadsheets?,Is it possible to link to a specific portion of a Vimeo video?,19,18,0
2278,902,"Unfortunately you can't but i would like that too. I normally have 3 main lists - To do, Doing & Done. I then move the cards around as needed.",How does Gmail decide to thread email messages?,56,55,0
2279,182,Import the set of email messages that you want to export in Mozilla Thunderbird by establishing a IMAP link. Install the ImportExportTools add-on and use it to export the messages locally to HTML or EML. The add-on will create a single file for each message as well as an HTML index page that makes it easier to locate specific emails.,What happens to your Facebook account when you die?,10,9,0
2280,979,Can I link to a particular location on google maps?,Are there any important features from Microsoft Office that a college student would miss if he switched entirely over to Google Docs? [closed],61,60,0
2281,1571,Are there any web based alternatives to professional diagram drawing software?,"In Gmail, how can I attach an attachment from one email to another, without saving the attachment first or forwarding the message?",102,101,0
2282,646,Is it possible to include information about when to start into a link to a youtube video.,How do I delete a list or card in Trello?,40,39,0
2283,1763,"When I go on to my boyfriend's profile and type the letter C in his search bar then the first result is his ex girlfriend, whom he is not friends with on facebook, so I think it can show up the people who look at your page as he swears he's only been on her page once in the last year and a half and yet she shows up ahead of his friends pages. If this is not the case, he'll be single soon!",How can Google Docs and markdown play nice?,112,111,0
2284,1680,I'm looking for a web app that would allow translator to translate together.,Reverse image search engine [closed],108,107,0
2285,1903,How do I measure how long my route on google maps is (in km).,How can I find out when I subscribed to a YouTube channel?,121,120,0
2286,1102,"I reached my storage limit on dropbox and need to decide what to delete, what's the easiest way to do this?","In Google Drive, how can you link directly to “Download” a zip file and not view the contents?",70,69,0
2287,335,"If you want to search for more than one archived email, entering the following into the search bar will list all your previously archived emails:  has:nouserlabels -in:Sent -in:Chat -in:Draft -in:Inbox",Export Gmail messages to text or HTML files,20,19,0
2288,1208,"I want to provide links to a few specific places within a document on google, is this functionality supported?",Reverse image search engine [closed],77,76,0
2289,19,Is there a way to make my facebook account disappear completely.,Is it possible to link to a specific portion of a Vimeo video?,2,1,0
2290,1750,How does facebook handle searches for a name?,Is there a webapp to create ASCII art tables? [closed],112,111,0
2291,1040,Do I have a guarantee that posts I put on facebook will stay private within my circle of friends?,How do I add new styles to Google docs?,65,64,0
2292,814,"It seems to be on a video by video basis. Your 'create a spaceship' tutorial will buffer when paused, but your 'create a city' tutorial will not.  They seem to use slightly different players; based on the right-click menus.  The spaceship tutorial mentions HTML5 and the city tutorial has the standard Flash menu.  You could try forcing the use of a different media player or you could try joining Youtube's HTML5 trial; the 'create a city' tutorial buffers fine when played using the HTML5 player.  https://www.youtube.com/html5  Edit to include solution by Andrew Price:   Login in to your YouTube account  In 'Settings' go to the 'Playback' menu  Under 'Video Playback Quality' check the 'I have a slow connection' option   This will default video output to 360p, but you can manually alter this when playing the video.  Even at higher definitions the video will continue to buffer.","In Gmail, how do I create a contact from a recipient of an email?",50,49,0
2293,801,I use Freefax to send free faxes from Israel. The site is in Hebrew only but you can try using Google translate to get over that hurdle.,How to disable auto-save in Google Docs?,49,48,0
2294,348,Gmail merged two conversation threads it shouldn't have. How do i split them.,Search in Gmail - How to search the mails without reply?,21,20,0
2295,1449,"Out of all the commits that I made to my github repo, how can I find the very first one?","What online computer language interpreters are available, so I can practice programming from my iPhone? [closed]",94,93,0
2296,179,"I access Gmail with a mail client which stores email in the maildir format. Maildir simply stores each email in its original RFC822 message format in a separate file. These are readable text files, although modern email is often cluttered with base64 encoded mail attachments.  There are multiple gnu/linux email clients which support maildir, including Evolution which is the standard mail client in the Ubuntu distribution. However, there are no Windows email clients supporting maildir that I know of.",How can I create a simple sequence diagram on the web? [closed],10,9,0
2297,1297,"Change your bookmarks, homepage etc to http://www.google.com/ncr This will ensure that it ignores the IP country detection.  Ensure you delete all cookies etc first.  This should display everything in English.  Source Article  EDIT  What you can do is create a custom search within Chrome:   Go to ""Options""  In the ""Default Search"" click ""Manage""  Click ""Add""  Enter the following details:  Name = GoogleCustomised  Keyword = google.com  URL = http://www.google.com/search?{google:RLZ}{google:acceptedSuggestion}{google:originalQueryForSuggestion}sourceid=chrome&ie={inputEncoding}&q=%s   Click OK  Then click GoogleCustomised and click ""Make Default""   This should ensure that Google Chrome always uses www.google.com as the default search site.  Which is in English.  Hope this helps",Is it possible to stop people from associating things with me on Facebook without my permission?,83,82,0
2298,61,How do I link two cells from different google spreadsheet documents.,How do you disable the notification alert sounds in the new Google Hangouts?,5,4,0
2299,511,"For those of you using Mac (in my case copying code from xCode), a simple copy/paste into Apple's default ""Mail"" client keeps all my code's formatting and colors intact.",How do I delete my Facebook account?,31,30,0
2300,1343,"I mistakenly trusted a computer with google two factor authentication, can i somehow undo this?",How to set up Gmail to show more than 20 results per page when searching?,86,85,0
2301,1153,Can I somehow list archived mails in gmail.,How to remove Dropbox access from a computer you no longer have?,73,72,0
2302,954,"In my eyes, this really depends if you are taking any specialized classes.  If you intend to just use normal word processing, spread sheets, etc, Google Docs should suffice.  If, however, you intend on taking, for example, accounting classes, the professor may demonstrate specific procedures within Excel.  You may be able to replicate what he/she is doing with some thought, but it probably would not be worth the effort and all the googling, especially at the cost of the ability to follow along in class.",How do I link a cell in Google Spreadsheets to a cell in another document?,59,58,0
2303,32,Can I add some custom styles to google docs?,How to specify “OR” conditions for Gmail filter,3,2,0
2304,142,"I have some Python code, can I get it to display as actual code (with colors and all) in google docs.",Can I set an e-mail to send on a timer within Gmail?,9,8,0
2305,556,How can I find out who unfriended me on fb.,"Is it possible to export my data from Trello, to back it up?",35,34,0
2306,221,What is the procedure with your fb account if you die.,How can I import Facebook events into my Google calendar?,13,12,0
2307,1650,"none of the forwarding labelling filtering solutions work...  ""no old mail will be forwarded""   it appears that option 3 is the only solution that may work - but even that has the risk of being locked out for 24 hours - or whatever.   AMAZING! - Why is it that we cannot access the chat logs? is there some legal issue? I have searched for this on many occasion and always give up.  There isn't a clear answer that I can find anywhere and all the supposed answers come up short... and last time I tried, I could not get the Python script to work - but then I was on x64, and not very familiar with Python in the first place.  I am about to try again - crossing my fingers.",Embed Google Spreadsheet in Google Document,106,105,0
2308,1852,"I had the same problem except I had the list of about 15 contacts that I wanted to add as contacts and add as a group.  I did not want to have hover over each name and individually add them and then add them all to a contact list after.  I found a quick solution, here is what I did:  Beside the list of recipients I pressed the 'show details' down arrow.  Then I copied the list of recipient emails.  I went to the contacts view for Gmail. Clicked Add to Contacts and pasted the emails in.  At the left hand side I expanded the list of contact groups and clicked ""New Group..."".  I followed the steps to make a new group.  Then I clicked the ""Add to contact list"" button and pasted in the list of contacts again.  Done!",Facebook detects if you are logged in Gmail,117,116,0
2309,884,How does gmail generate conversation threads from individual mails?,How can I export my Google chat logs?,55,54,0
2310,1645,"The IMAP interface to Gmail now provides access to chat messages . If you had already set up Gmail IMAP, then you only have to enable the IMAP visibility for the ""Chat"" label in the Gmail settings (in the ""Label"" tab, a ""show in IMAP"" tick box is available for each label).  Update : this method works for Google Chat, but NOT for Hangouts, only conversations of the type Google Chat are exposed via IMAP, roughly all conversations until Spring/Summer 2013, depending on when one has enabled Google Hangouts.  Sources:   GMvault/chats no longer being saved  Gmail Migration/Can we download Google Hangouts history   The latter link provides an alternative to download via Google Takeout in the JSON format",How do I delete my Facebook account?,106,105,0
2311,337,"An archived email is just an email with the inbox label removed.  Search for it, or open a label that it should be in, then click on move to inbox.",How to analyze size of files in Dropbox,20,19,0
2312,1039,Keeping my privacy with respect to things i post on facebook.,How do I share a search query from Google?,65,64,0
2313,459,The way I do this is to click the Forward option and then type in a new Subject and clear the message text so I have an new message but with the attachments in place.  I'd be surprised if there's a quicker way than this; entering a new Subject doesn't take that long.,How do I ensure that what I post on Facebook stays private?,28,27,0
2314,119,"JDownloader will really help. If you copy a YouTube link to the clipboard it will give you various options like,   download MP3 files  download Flash videos  download MP4 files  download in 320, 460, 720, etc.   Moreover, if you copy a YouTube playlist link, it will parse all videos and gives you option to download all the videos in the playlist.  Supports/has plugins for more than 200 other sites like ( Hotfile , MediaFire , ifile.it , etc.)  You must give it a try, it will become your all in one download manager .  One more thing, it supports multithreaded downloading .",Multi user filter issue in Google Spreadsheets,8,7,0
2315,156,"I've found out that copying pastes from Pastebin works perfectly, and as an added bonus it adds line numbers that are recognized by Google Docs as numbered list.  You go to Pastebin , create an unlisted paste (if you don't want anyone else to see it), select syntax highlighting from large number of available languages and syntaxes, hit Submit, then select and copy highlighted text into your Google Document.",Facebook detects if you are logged in Gmail,9,8,0
2316,20,Deleting FB acc.,How do I untrust a computer with Google two-factor authentication?,2,1,0
2317,1656,Why doesn't google work when I enter punctuation chars and such?,How do I search within someone's tweets?,107,106,0
2318,1334,Sites with so much content that google simply hasn't had time (or the inclination) to index it all.  Sites that don't have a crawlable site map and require google to provide search terms to access the results available on the site might not be fully indexed.,Where do my emails go when I click on 'Archive' in Gmail?,85,84,0
2319,1025,Both me and my brother use the same computer can we both set up our separate dropbox accounts on this machine?,How to view the parent folder of a Google Document?,64,63,0
2320,806,"Is this a bug? My video on youtube won't load after i pause, it will continue loading once unpaused.",How can I set a Gmail filter that finds email sent “only to me”?,50,49,0
2321,1759,It starts with the letter of input makes a quick query from multiple database's and or tables.  Say you start typing v.  It looks first for any of your friends names that start with a v.  If it finds a friend it then displays it.  I've noticed that if you have a friends page that you visit more often.  If you then start typing the first letter it shows that as a first result.  So it seems they save your frequently searched allowing them to give you better results.,"What online computer language interpreters are available, so I can practice programming from my iPhone? [closed]",112,111,0
2322,687,"I'm afraid I've left some mails unreplied in gmail but i can't remember which, can I use gmail search to find them?","In Gmail, can I base my “send from” address on a filter?",43,42,0
2323,428,"If you live in the EU, you can request ALL your tweets that Twitter holds on you.  Visit this link:  http://monsterswell.com/blog/2012/04/a-full-twitter-index-in-your-thinkup/  Follow these instructions (and you will need a Fax Machine):  https://www.privacyinternational.org/blog/what-does-twitter-know-about-its-users-nologs",Is it possible to stop people from associating things with me on Facebook without my permission?,26,25,0
2324,596,"It does a lot of things!  I study electronic engineering and it is the coolest web tool :) Something like a web based mathematica  Few examples:  integral sin(x)sin(x)  inverse laplace transform 1/(s+3)  plane for (1,1,1) (0,0,1) and (1,2,3)  RLC circuit 1ohm, 3nH,1pF  Or roughly analyzing my computer consume: 0.25 €/kwh  650W  1 month or you can ask it what will look like the weather tomorrow (it will guess your current location)  Or even funnier (maybe not so useful) things like:  google employees/apple employees  or cheating at the hanging man game: O _ E _ F _ _ _  It's like having a ""free"" copy of Mathematica at hand, usable even on a netbook or on my N78 :) Don't know why you should use it but it works for me very well!  PS: You should really try to follow links to get the idea.",How can I export my Google chat logs?,37,36,0
2325,1544,How does facebook find friends to recommend to me?,How can I access google.com outside the US?,100,99,0
2326,282,How could I introduce some cards / lists into trello from outside files?,How do I link a cell in Google Spreadsheets to a cell in another document?,17,16,0
2327,1329,"Aside from Twitter, Google does not index Tumblr all that well. Blog posts on Tumblr are easier to find using Tumblr search. Also everything on Google Sites isn't (or is hardly) indexed. If you start a Google site, get your own domain.  Smaller blogs that aren't regularly updated are often dumped from search results. Plus anything that they think is a splog .",How do you share a Facebook photo album with people that don't want to register for Facebook?,85,84,0
2328,339,"Archiving an email is just a solution to hide so many emails from Inbox. You can anytime view these emails on label ""All Mails"" shown on left panel on gmail.",How can I encrypt emails sent through Gmail?,20,19,0
2329,1524,How can I switch out one of my old youtube videos with a new better one?,How do you disable the notification alert sounds in the new Google Hangouts?,99,98,0
2330,1580,"Web Sequence Diagrams lets you create sequence diagrams using a very simple scripting language.  A simple script might look like this, with its results:  participant Client as C participant Server as S  C->S: GET HTTP/1.0 /index.aspx activate S note over S: Generate HTML S->C: 200 OK",How to create an em dash in Google Drive (Google Docs)?,102,101,0
2331,1354,I'd like to remove some entries from my github activity feed.,"In Gmail, how do I create a contact from a recipient of an email?",87,86,0
2332,416,"Jared Hardley's suggestion (RSS) is the way to go (for non-protected accounts). If you want the person's tweets plus any replies (which you can get in RSS via a search), you can use this Yahoo Pipe I created that mixes both things up: http://pipes.yahoo.com/pipes/pipe.info?_id=a9379d57504827fc594e71daeb54dd60",Is there a way to remove sites permanently from (my personal) Google search results?,25,24,0
2333,621,Linking to a particular sheet of a google sheets document?,How can I add multiple destinations in new Google Maps?,38,37,0
2334,1521,"Similar to the suggestion by @Ivo, whoreadme is, you guessed it, a tool that can track who has read and forwarded your emails.   WhoReadMe is embedded a transparent   tracking image into your HTML e-mail.   The image is assigned with unique ID   and stored in WhoReadMe server. Once   your recipient opens your e-mail,   tracking image will be loaded from   WhoReadMe server . Therefore, WhoReadMe   is alerted to send you notification.   However, it still has the problems associated with this method of tracking if an email has read in that generally, people will not have their email client set to download images by default .",What can you NOT find on Google? [closed],98,97,0
2335,649,Does youtube support including starting point information into links to its videos?,How do you share a Facebook photo album with people that don't want to register for Facebook?,40,39,0
2336,1251,What is the destination of archived mail in gmail?,Create a Google maps link to a specific location,80,79,0
2337,242,There is an easier way. Apply a common label to all the messages that you would like to forward and then use this Google Scripts to forward them all to any other email address.,"Gmail & Google Docs: Paste just the text, not the formatting (Firefox, Safari)",14,13,0
2338,92,Can I copy text from gmail but only the raw text?,How to hide my likes from my friends on Facebook?,7,6,0
2339,472,What is the easiest way of playing all user's youtube videos.,Date of first commit,29,28,0
2340,1110,I'd like to get an overview of storage space used by my dropbox files.,How can I encrypt emails sent through Gmail?,70,69,0
2341,505,Efficiently pasting code into gmail without losing indentation.,Self-Hosted alternative to Google Docs? [closed],31,30,0
2342,988,"To add a marker to a map, you can use the My Maps feature of Google Maps.  Follow the instructions in the link above to use My Maps. Add a marker for the location that you're interested in sharing, then click the Link button in the upper-right corner; that link can be used to bring someone directly to that location and will include the marker you placed there.",Multiple dropbox accounts on one PC?,61,60,0
2343,1586,Lovely Charts is very simple to use and has a web and desktop version.,Multiple dropbox accounts on one PC?,102,101,0
2344,1934,Having many destinations in google maps.,YouTube stops buffering when video is paused,123,122,0
2345,34,"My friend made a style for my google documents, how do I add it?",Is it possible to stop people from associating things with me on Facebook without my permission?,3,2,0
2346,1657,Special characters in google search.,Date of first commit,107,106,0
2347,1348,Is it possible to remove entries from my github activity feed?,"Gmail & Google Docs: Paste just the text, not the formatting (Firefox, Safari)",87,86,0
2348,848,I'm looking for a way to bypass the registration requirement imposed by Quora on people who want to see the complete answer list.,Is there a way to join Google Hangouts without a Google+ account?,53,52,0
2349,279,"as recommended by Trello   Go to Board Menu > Share, Print, & Export (this will export the data to a JSON file)  Use this JSON to CSV converter to convert the JSON file to CSV format.  You will then have the data stored inside a readable file (CSV).  This can then be opened up in Excel or Open Office.   Also see here",Is there a way to get email notifications when someone tweets?,16,15,0
2350,950,What would be the downside of using google docs compared to microsoft office?,How do you handle dependencies between cards with Trello?,59,58,0
2351,1067,Using a different filter for each user looking at a google spreadsheets document.,Is there a way to get email notifications when someone tweets?,67,66,0
2352,871,"Check out Parent/Child Management for Trello extension.  We faced the same problem for our Trello projects and have created this extension. It works great for us. Moreover, it's completely open source , so feel free to pull source code and contribute!",What is Wolfram Alpha good for? [closed],54,53,0
2353,1244,Its not necessary to join Google+ You can use Hangouts video chat 1on1 with regular Google account Joining Google+ you get up to 9 people in video chat,Add subtitles to a video of another user on YouTube,79,78,0
2354,1215,"You can do the same thing with headers as you can with bookmarks without creating a Table of Contents.  Put the cursor on the header itself, then look at the address bar of your browser. It should change to update the fragment (hash - #) at the end like #heading=h.abc32def4 -- this should correspond to the link created in the Table of Contents. Copy that entire url and use wherever needed.  (from a similar question )   Update: the 'Insert Link' dialog now presents a list of headings, reducing the number of actions required:",Can I browse all the public Trello boards available?,77,76,0
2355,1788,Is it possible to disable automatic saving of documents on google docs?,"Force Google search to use only the exact words typed, no spellcheck or synonyms",114,113,0
2356,358,"I'd like to have a list of sites that are not allowed to appear in my search results, how can I do this?",Embed Google Spreadsheet in Google Document,22,21,0
2357,290,What import options does trello support for lists of tasks?,"Is it possible to export my data from Trello, to back it up?",17,16,0
2358,1916,What are the possibilities of transfering contact data between different google accounts.,Are there any important features from Microsoft Office that a college student would miss if he switched entirely over to Google Docs? [closed],122,121,0
2359,904,"You can use stickers. The default stickers includes a checkmark which I use to mark things as done. It may be a little bit big, but it stays in the list and doesn't move around your card.",How can I see who has access to my Google Drive folders?,56,55,0
2360,422,Is it possible to perform a back up of all my tweets?,Is there any Social Translation web site? [closed],26,25,0
2361,716,Is it possible to subscribe to a google mailing list even though my email address is not google based.,How do I disable autoplay on YouTube?,45,44,0
2362,1165,Setting up email notifications for a user on twitter.,How can I import a large list of tasks into Trello,74,73,0
2363,429,"Zach Drayer ( @zadr on Twitter) suggested filing a FOIA with the Library of Congress, if you're in the US. Haven't tried it, though.   If I were to file a FOIA request with the Library of Congress, would I be able to get an archive of all my tweets? Cant get it from Twitter…   Source: https://twitter.com/zadr/status/199570827308580866  https://blog.twitter.com/2010/tweet-preservation",Search in Gmail - How to search the mails without reply?,26,25,0
2364,163,Is it possible to export gmail messages to html files?,How do I delete my Facebook account?,10,9,0
2365,1958,Can I make the google docs automatically replace a double dash I type with the longer dash?,Can I trust dropbox and similar services? [closed],125,124,0
2366,930,Is it possible to search for only those mails on gmail where there are no other recipients but me?,Any way to contact a user on Github?,58,57,0
2367,186,How can facebook detect whether or not you are logged in in gmail.,How do you disable the notification alert sounds in the new Google Hangouts?,11,10,0
2368,199,"In Account Settings, there's a ""Linked Accounts"" section where you can have Facebook automatically log in if you're logged in to one of your OpenID-enabled accounts on other sites. Maybe you forgot that you linked your Gmail account?",How to hide contacts from Hangouts within Gmail,11,10,0
2369,1690,"I set up a wiki for this purpose, learnicelandic.net .  Sadly my solution would work for you only if you want to set up a wiki and have a bunch of pre-existing friends and collegues that will start using the site right away.  My site turned out to be a wiki-ghost-town.  I have attempted to do collaborative translations on phpBB sites because there is about one per language and there are usually several people on each board, but phpBB leaves a lot to be desired as it has no wiki features at all and I have to manual merge the corrections and twittle with [quote] tags to give corrections.",How can I filter my Gmail messages that aren't labeled?,108,107,0
2370,417,I'd like to make a backup of all the stuff I've been writing on twitter. How do I do that?,How to forward multiple emails in Gmail,26,25,0
2371,1790,"I'm getting glitches in google docs because is trying to save my document too often, is there a workaround for this?",Determine who unfriended me on Facebook,114,113,0
2372,1820,Is there  an app that would let me write interpreted program code online and execute it in an online environment?,Is there a way to remove sites permanently from (my personal) Google search results?,116,115,0
2373,1199,Denying access to dropbox for a computer that i don't have access to.,How to specify “OR” conditions for Gmail filter,76,75,0
2374,554,"There are a bunch of other CGI parameters in the search results page URL that determine which corpus you’re seeing the results for (Images, Videos, etc.), the page of results, etc. among other things. q is the most important, but not the only one that should be included when sharing.  Some time ago, I wrote a Chrome extension to copy a shorter URL for Google search queries .  Disclaimer: I work at Google on Web Search.",How can I purposely send a message that will be marked as spam in Gmail?,34,33,0
2375,1479,"I need to put off sending a mail I've written for a few hours, what's the easiest way to do that?","In Google Drive, how can you link directly to “Download” a zip file and not view the contents?",96,95,0
2376,1012,"I wanna know when i first subscribed to a channel of my friend on youtube, wheere can i find this information?",How to hide contacts from Hangouts within Gmail,63,62,0
2377,406,Can I follow somebody on twitter without them knowing.,How do I link a cell in Google Spreadsheets to a cell in another document?,25,24,0
2378,739,How can I constrain my search to a particular directory on google drive?,Is there a webapp to create ASCII art tables? [closed],46,45,0
2379,1363,"I have a public trello board, can I somehow see what other public boards are available?",Search in Gmail - How to search the mails without reply?,88,87,0
2380,951,"As a college student i can't afford microsoft office, are google docs a viable alternative?",How can I access google.com outside the US?,59,58,0
2381,430,"Twitter is starting to roll out the ability for anyone to request an archive of all of their tweets .  Official Twitter blog: Your Twitter archive  Apparently it works similarly to Facebook's archive option. If the option is turned on for you, you'll see a link for ""Your Twitter Archive"" in Twitter Settings. Once you've made the request, and after some amount of time, an email message with a ZIP file of your Twitter messages will arrive in your inbox.","In Gmail, how do I create a contact from a recipient of an email?",26,25,0
2382,1266,Finding the oldest mail that a particular person has sent to me.,How can I only search the Primary inbox in Gmail?,81,80,0
2383,306,"If you are talking about searching, then @akira's question is correct. However, it sounds like you are asking about how to use this condition in a filter.  The trick is that you can put whatever search criteria you want in the filter's Has the words field. For any other field it will prefix your criteria with the field name. For example, if you type user@example.com in the To field, it'll create the filter condition to:(user@example.com) . The reason it works in the Has the words field, is because it doesn't prefix it with anything. This is because it acts as a normal search on the content of the email.   Create or modify a filter.  In the Has the words field, enter your OR condition. For example: to:user@example.com OR from:user@example.com   This is also the place to put any other attributes you want to match (e.g. label: , in: , etc.).  This will also work in the Show search options page, however it's easier to just use a normal search instead.",How do you disable the notification alert sounds in the new Google Hangouts?,18,17,0
